species,location,season,temperature_c,humidity_pct,soil_moisture_pct,days_since_watered,missed_waterings,light_hours_daily,pot_has_drainage,health_score,health_label,recommended_water_days
ZZ Plant,Outdoor - Shade,Dry Season,37.9,50.7,62.5,28.9,0,9.5,1,61.8,Needs Attention,12
Philodendron,Outdoor - Full Sun,Dry Season,22.0,51.7,60.1,4.8,3,2.7,1,86.5,Healthy,5
Boston Fern,Indoor - Bright Light,Dry Season,33.1,84.4,83.3,7.6,7,8.7,1,19.3,At Risk,5
Pothos,Indoor - Bright Light,Dry Season,19.3,58.5,34.6,20.2,5,6.1,0,24.8,At Risk,5
Cactus,Outdoor - Shade,Dry Season,18.3,38.3,68.3,22.9,0,8.8,1,86.7,Healthy,19
Cactus,Indoor - Medium Light,Dry Season,21.2,31.4,52.1,21.6,4,7.2,1,69.5,Needs Attention,19
Aloe Vera,Indoor - Medium Light,Dry Season,32.2,62.8,19.8,1.5,0,6.7,1,65.4,Needs Attention,12
Fiddle Leaf Fig,Indoor - Bright Light,Rainy Season,22.9,34.3,55.8,5.5,7,9.3,0,69.0,Needs Attention,9
Dracaena,Indoor - Medium Light,Dry Season,35.9,29.6,98.0,18.5,2,5.4,1,38.7,At Risk,8
Dracaena,Outdoor - Full Sun,Rainy Season,36.4,30.1,42.7,16.0,0,10.5,1,83.0,Healthy,12
Aloe Vera,Indoor - Low Light,Rainy Season,19.6,51.1,64.7,10.5,6,5.6,1,57.8,Needs Attention,16
Cactus,Outdoor - Shade,Dry Season,36.6,74.5,52.0,6.1,2,5.4,1,85.1,Healthy,19
Cactus,Indoor - Low Light,Dry Season,18.2,38.0,11.3,25.3,7,10.4,1,0.0,At Risk,19
Bamboo Palm,Indoor - Bright Light,Dry Season,29.9,37.3,36.1,25.9,7,2.3,1,26.0,At Risk,3
Cactus,Indoor - Bright Light,Dry Season,31.0,56.7,79.0,27.5,5,11.5,1,59.8,Needs Attention,19
Bamboo Palm,Indoor - Low Light,Rainy Season,20.1,62.3,57.6,28.6,1,3.5,1,76.7,Healthy,7
Peace Lily,Outdoor - Shade,Rainy Season,25.0,67.7,1.6,1.9,0,6.9,1,83.7,Healthy,7
Rubber Plant,Outdoor - Shade,Dry Season,26.2,59.1,13.5,0.8,4,7.5,1,27.1,At Risk,5
Spider Plant,Outdoor - Full Sun,Rainy Season,21.8,84.2,1.9,19.6,4,5.3,1,59.3,Needs Attention,9
Rubber Plant,Indoor - Low Light,Rainy Season,37.7,75.1,96.6,15.4,3,7.5,1,65.6,Needs Attention,9
Pothos,Outdoor - Full Sun,Rainy Season,35.3,64.5,0.0,24.2,3,7.9,0,46.6,At Risk,9
Orchid,Outdoor - Full Sun,Dry Season,23.6,26.3,54.1,28.7,7,7.5,1,11.0,At Risk,5
Aloe Vera,Indoor - Low Light,Dry Season,35.9,70.5,73.5,8.7,7,5.4,1,67.1,Needs Attention,12
Monstera,Outdoor - Shade,Dry Season,30.1,37.1,54.2,8.5,2,9.5,0,88.0,Healthy,5
Pothos,Indoor - Bright Light,Dry Season,25.4,67.0,35.6,20.2,7,4.6,1,16.7,At Risk,5
Pothos,Indoor - Medium Light,Rainy Season,20.4,49.0,15.1,7.7,7,7.7,1,8.0,At Risk,9
Boston Fern,Indoor - Low Light,Dry Season,28.4,63.4,6.0,29.2,7,3.6,1,0.0,At Risk,1
Peace Lily,Indoor - Bright Light,Rainy Season,35.2,26.0,10.7,2.8,1,8.8,1,58.3,Needs Attention,7
Monstera,Outdoor - Full Sun,Rainy Season,33.5,27.0,67.3,24.5,3,4.2,0,37.9,At Risk,9
Cactus,Outdoor - Shade,Dry Season,22.7,85.4,86.7,0.5,6,2.6,1,55.0,Needs Attention,23
Peace Lily,Outdoor - Shade,Dry Season,30.3,40.2,54.2,6.7,6,10.9,1,52.3,Needs Attention,3
Dracaena,Indoor - Bright Light,Dry Season,32.0,27.5,95.7,1.4,0,10.7,1,93.2,Healthy,8
Peace Lily,Outdoor - Shade,Dry Season,35.2,60.8,41.1,25.1,6,7.2,1,15.5,At Risk,3
Snake Plant,Indoor - Low Light,Dry Season,29.7,34.7,83.8,26.5,6,10.1,1,0.8,At Risk,12
ZZ Plant,Outdoor - Shade,Rainy Season,31.5,36.4,51.3,12.8,2,10.6,1,90.5,Healthy,16
Snake Plant,Outdoor - Full Sun,Dry Season,26.6,78.8,47.3,24.9,7,4.3,0,0.0,At Risk,16
Cactus,Indoor - Low Light,Rainy Season,26.4,36.2,35.8,5.8,6,7.1,1,66.2,Needs Attention,23
Spider Plant,Indoor - Bright Light,Dry Season,31.8,68.4,44.9,20.7,5,5.6,1,9.7,At Risk,5
Philodendron,Indoor - Medium Light,Dry Season,33.6,74.1,81.4,0.1,0,9.7,0,64.8,Needs Attention,5
Aloe Vera,Indoor - Bright Light,Rainy Season,30.7,82.6,67.8,24.6,0,8.5,1,52.5,Needs Attention,16
Spider Plant,Indoor - Bright Light,Rainy Season,32.3,27.4,37.8,24.3,4,8.3,1,5.6,At Risk,9
Fiddle Leaf Fig,Indoor - Medium Light,Dry Season,31.3,73.1,44.1,26.6,2,11.6,1,25.8,At Risk,5
